id,lesson_id,japanese,english,reading
625,19,しゅしょう,prime minister,shushō
626,19,だいとうりょう,president (of a country),daitōryō
627,19,せいじ,politics,seiji
628,19,ニュース,news,nyūsu
629,19,スピーチ,speech,supīchi
630,19,しあい,game / match,shiai
631,19,アルバイト,side job / part-time job,arubaito
632,19,[~を~] します,work a part-time job,[~ o~] shimasu
633,19,いけん,opinion,iken
634,19,[お]はなし,talk / story / speech,[o]hanashi
635,19,ユーモア,humor,yūmoa
636,19,デザイン,design,dezain
637,19,こうつう,traffic / transportation,kōtsū
638,19,ぶっか,prices (of commodities) / cost of living,bukka
639,19,ほうそう,broadcast / broadcasting,hōsō
640,19,テレビばんぐみ,TV program,terebi bangumi
641,19,アニメ,anime / cartoon,anime
642,19,マンガ,manga / comic book,manga
643,19,デザイン,design,dezain
644,19,こうつう,traffic / transportation,kōtsū
645,19,さいきん,recently / these days,saikin
646,19,たぶん,perhaps / probably,tabun
647,19,きっと,surely / definitely,kitto
648,19,ほんとうに,really / truly,hontō ni
649,19,そんなに,not so much (used with negatives),sonnani
650,19,~について,about ~ / regarding ~,~ ni tsuite
651,19,しかたがありません,There is no other way. / It can't be helped.,shikata ga arimasen
652,19,しばらくですね,It's been a while.,shibaraku desu ne
653,19,〜でものみませんか,How about drinking ~ or something?,~ demo nomimasen ka
654,19,みないと...,I must watch it...,minaito...
655,19,もちろん,of course,mochiron
656,19,カンガルー,kangaroo,kangarū
657,20,ききます,ask,kikimasu
658,20,[せんせいに~] ききます,ask [the teacher],[sensei ni~] kikimasu
659,20,まわします,turn / rotate,mawashimasu
660,20,ひきます,pull,hikimasu
661,20,かえます,change,kaemasu
662,20,さわります,touch,sawarimasu
663,20,[ドアに~] さわります,touch [a door],[doa ni~] sawarimasu
664,20,でます,come out / emerge,demasu
665,20,[おつりが~] でます,come out [change],[otsuri ga~] demasu
666,20,あるきます,walk,arukimasu
667,20,[みちを~] あるきます,walk [along a road],[michi o~] arukimasu
668,20,わたります,cross,watarimasu
669,20,[はしを~] わたります,cross [a bridge],[hashi o~] watarimasu
670,20,きをつけます,pay attention / take care,ki o tsukemasu
671,20,[くるまに~] きをつけます,take care [of cars],[kuruma ni~] ki o tsukemasu
672,20,ひっこしします,move (house),hikkoshishimasu
673,20,でんきや,electrical appliance store,denkiya
674,20,~や,~ store / ~ shop,~ya
675,20,サイズ,size,saizu
676,20,おと,sound,oto
677,20,きかい,machine,kikai
678,20,つまみ,knob,tsumami
679,20,こしょう,breakdown / failure,koshō
680,20,[~が~] こしょうします,break down,[~ ga~] koshōshimasu
681,20,みち,road / way / street,michi
682,20,こうさてん,intersection / crossroads,kōsaten
683,20,しんごう,traffic light,shingō
684,20,かど,corner,kado
685,20,はし,bridge,hashi
686,20,ちゅうしゃじょう,parking lot / car park,chūshajō
687,20,たてもの,building,tatemono
688,20,がいこくじん,foreigner,gaikokujin
689,20,~や,shop / store / seller,~ya
690,20,しょうがつ,New Year's Day / New Year,shōgatsu
691,20,ごちそうさまでした,Thank you for the meal (after eating),gochisōsama deshita
692,20,たてもの,building,tatemono
693,20,がいこくじん,foreigner,gaikokujin
694,20,なんかいも,many times / repeatedly,nankaimo
695,20,~め,~th (ordinal number prefix),~me
696,20,ひとつめ,the first one,hitotsume
697,20,しょうゆ,soy sauce,shōyu
698,20,ソース,sauce,sōsu
699,20,おひきだしですか,Are you making a withdrawal?,ohikidashi desu ka
700,20,つまみ,knob,tsumami
701,20,どういたしまして,You're welcome.,dōitashimashite
702,21,青い,blue,aoi
703,21,赤い,red,akai
704,21,明るい,bright,akarui
705,21,明らかな,clear/obvious,akiraka na
706,21,開ける,to open,akeru
707,21,朝,morning,asa
708,21,足,leg/foot,ashi
709,21,暖かい/温かい,warm,atatakai
710,21,頭,head,atama
711,21,暑い,hot,atsui
712,21,集まる,to gather,atsumaru
713,21,兄,older brother,ani
714,21,姉,older sister,ane
715,21,洗う,to wash,arau
716,21,歩く,to walk,aruku
717,21,安心な,relieved/safe,anshin na
718,21,安全な,safe,anzen na
719,21,買う,to buy,kau
720,21,帰り,return,kaeri
721,21,顔,face,kao
722,21,風,wind,kaze
723,21,悲しい,sad,kanashii
724,21,神,god,kami
725,21,通う,to commute,kayou
726,21,体,body,karada
727,21,借りる,to borrow,kariru
728,21,軽い,light,karui
729,21,考える,to think,kangaeru
730,21,決まる,to be decided,kimaru
731,21,着物,kimono,kimono
732,21,切る,to cut,kiru
733,21,近所,neighborhood,kinjo
734,21,具合,condition,guai
735,21,空港,airport,kuukou
736,21,薬,medicine,kusuri
737,21,首,neck,kubi
738,21,暗い,dark,kurai
739,21,黒い,black,kuroi
740,21,経験,experience,keiken
741,21,消す,to erase/turn off,kesu
742,21,研究,research,kenkyuu
743,21,工場,factory,koujou
744,21,声,voice,koe
745,21,故障,breakdown,koshou
746,21,答え,answer,kotae
747,21,米,rice,kome
748,21,今度,next time,kondo
749,21,探す,to search,sagasu
750,21,魚,fish,sakana
751,21,寒い,cold,samui
752,21,残念な,regrettable,zannen na
753,21,静かな,quiet,shizuka na
754,21,親しい,intimate/close,shitashii
755,21,品物,goods,shinamono
756,21,閉める,to close,shimeru
757,21,自由な,free,jiyuu na
758,21,十分な,enough,juubun na
759,21,上手な,skilled,jouzu na
760,21,出発,departure,shuppatsu
761,21,趣味,hobby,shumi
762,21,準備,preparation,junbi
763,21,小説,novel,shousetsu
764,21,食堂,cafeteria,shokudou
765,21,知る,to know,shiru
766,21,親切な,kind,shinsetsu na
767,21,心配な,worried,shinpai na
768,21,好きな,like,suki na
769,21,涼しい,cool,suzushii
770,21,進む,to advance,susumu
771,21,座る,to sit,suwaru
772,21,大事な,important,daiji na
773,21,大切な,important,taisetsu na
774,21,高い,high/expensive,takai
775,21,確かな,certain,tashika na
776,21,出す,to take out,dasu
777,21,正しい,correct,tadashii
778,21,楽しい,fun,tanoshii
779,21,食べる,to eat,taberu
780,21,足りる,to be sufficient,tariru
781,21,小さい,small,chiisai
782,21,近い,near,chikai
783,21,力,power,chikara
784,21,注意,caution,chuui
785,21,中止,cancellation,chuushi
786,21,使う,to use,tsukau
787,21,着く,to arrive,tsuku
788,21,机,to desk,tsukue
789,21,空,sky,sora
790,21,都合,convenience,tsugou
791,21,強い,strong,tsuyoi
792,21,手紙,letter,tegami
793,21,出口,exit,deguchi
794,21,出る,to go out,deru
795,21,遠い,far,tooi
796,21,通る,to pass,tooru
797,21,特別な,special,tokubetsu na
798,21,止まる,to stop,tomaru
799,21,鳥,bird,tori
800,21,取る,to take,toru
801,21,長い,long,nagai
802,21,夏,summer,natsu
803,21,習う,to learn,narau
804,21,日記,diary,nikki
805,21,熱心な,enthusiastic,nesshin na
806,21,眠い,sleepy,nemui
807,21,眠る,to sleep,nemuru
808,21,乗る,to ride,noru
809,21,運ぶ,to carry,hakobu
810,21,始める,to begin,hajimeru
811,21,走る,to run,hashiru
812,21,働く,to work,hataraku
813,21,花,flower,hana
814,21,早い,early/fast,hayai
815,21,春,spring,haru
816,21,反対,opposite,hantai
817,21,低い,low,hikui
818,21,必要な,necessary,hitsuyou na
819,21,昼,noon,hiru
820,21,広い,wide,hiroi
821,21,太い,fat/thick,futoi
822,21,不便な,inconvenient,fuben na
823,21,冬,winter,fuyu
824,21,古い,old,furui
825,21,勉強,study,benkyou
826,21,返事,reply,henji
827,21,便利な,convenient,benri na
828,21,前,front,mae
829,21,町,town,machi
830,21,間に合う,to be in time,ma ni au
831,21,短い,short,mijikai
832,21,湖,lake,mizuumi
833,21,店,shop,mise
834,21,道,road,michi
835,21,港,port,minato
836,21,南,south,minami
837,21,耳,ear,mimi
838,21,村,village,mura
839,21,無理な,impossible,muri na
840,21,目,eye,me
841,21,持つ,to hold,motsu
842,21,森,forest,mori
843,21,野菜,vegetable,yasai
844,21,安い,cheap,yasui
845,21,休む,to rest,yasumu
846,21,夕方,evening,yuugata
847,21,有名な,famous,yuumei na
848,21,雪,snow,yuki
849,21,指,finger,yubi
850,21,輸入,import,yunyuu
851,21,用意,preparation,youi
852,21,予習,preparation for class,yoshuu
853,21,読む,to read,yomu
854,21,喜ぶ,to be glad,yorokobu
855,21,弱い,weak,yowai
856,21,料理,cooking,ryouri
857,21,悪い,bad,warui
858,22,青い,blue,aoi
859,22,赤い,red,akai
860,22,明るい,bright,akarui
861,22,明らかな,clear/obvious,akiraka na
862,22,開ける,to open,akeru
863,22,朝,morning,asa
864,22,足,leg/foot,ashi
865,22,暖かい/温かい,warm,atatakai
866,22,頭,head,atama
867,22,暑い,hot,atsui
868,22,集まる,to gather,atsumaru
869,22,兄,older brother,ani
870,22,姉,older sister,ane
871,22,洗う,to wash,arau
872,22,歩く,to walk,aruku
873,22,安心な,relieved/safe,anshin na
874,22,安全な,safe,anzen na
875,22,買う,to buy,kau
876,22,帰り,return,kaeri
877,22,顔,face,kao
878,22,風,wind,kaze
879,22,悲しい,sad,kanashii
880,22,神,god,kami
881,22,通う,to commute,kayou
882,22,体,body,karada
883,22,借りる,to borrow,kariru
884,22,軽い,light,karui
885,22,考える,to think,kangaeru
886,22,決まる,to be decided,kimaru
887,22,着物,kimono,kimono
888,22,切る,to cut,kiru
889,22,近所,neighborhood,kinjo
890,22,具合,condition,guai
891,22,空港,airport,kuukou
892,22,薬,medicine,kusuri
893,22,首,neck,kubi
894,22,暗い,dark,kurai
895,22,黒い,black,kuroi
896,22,経験,experience,keiken
897,22,消す,to erase/turn off,kesu
898,22,研究,research,kenkyuu
899,22,工場,factory,koujou
900,22,声,voice,koe
901,22,故障,breakdown,koshou
902,22,答え,answer,kotae
903,22,米,rice,kome
904,22,今度,next time,kondo
905,22,探す,to search,sagasu
906,22,魚,fish,sakana
907,22,寒い,cold,samui
908,22,残念な,regrettable,zannen na
909,22,静かな,quiet,shizuka na
910,22,親しい,intimate/close,shitashii
911,22,品物,goods,shinamono
912,22,閉める,to close,shimeru
913,22,自由な,free,jiyuu na
914,22,十分な,enough,juubun na
915,22,上手な,skilled,jouzu na
916,22,出発,departure,shuppatsu
917,22,趣味,hobby,shumi
918,22,準備,preparation,junbi
919,22,小説,novel,shousetsu
920,22,食堂,cafeteria,shokudou
921,22,知る,to know,shiru
922,22,親切な,kind,shinsetsu na
923,22,心配な,worried,shinpai na
924,22,好きな,like,suki na
925,22,涼しい,cool,suzushii
926,22,進む,to advance,susumu
927,22,座る,to sit,suwaru
928,22,大事な,important,daiji na
929,22,大切な,important,taisetsu na
930,22,高い,high/expensive,takai
931,22,確かな,certain,tashika na
932,22,出す,to take out,dasu
933,22,正しい,correct,tadashii
934,22,楽しい,fun,tanoshii
935,22,食べる,to eat,taberu
936,22,足りる,to be sufficient,tariru
937,22,小さい,small,chiisai
938,22,近い,near,chikai
939,22,力,power,chikara
940,22,注意,caution,chuui
941,22,中止,cancellation,chuushi
942,22,使う,to use,tsukau
943,22,着く,to arrive,tsuku
944,22,机,to desk,tsukue
945,22,空,sky,sora
946,22,都合,convenience,tsugou
947,22,強い,strong,tsuyoi
948,22,手紙,letter,tegami
949,22,出口,exit,deguchi
950,22,出る,to go out,deru
951,22,遠い,far,tooi
952,22,通る,to pass,tooru
953,22,特別な,special,tokubetsu na
954,22,止まる,to stop,tomaru
955,22,鳥,bird,tori
956,22,取る,to take,toru
957,22,長い,long,nagai
958,22,夏,summer,natsu
959,22,習う,to learn,narau
960,22,日記,diary,nikki
961,22,熱心な,enthusiastic,nesshin na
962,22,眠い,sleepy,nemui
963,22,眠る,to sleep,nemuru
964,22,乗る,to ride,noru
965,22,運ぶ,to carry,hakobu
966,22,始める,to begin,hajimeru
967,22,走る,to run,hashiru
968,22,働く,to work,hataraku
969,22,花,flower,hana
970,22,早い,early/fast,hayai
971,22,春,spring,haru
972,22,反対,opposite,hantai
973,22,低い,low,hikui
974,22,必要な,necessary,hitsuyou na
975,22,昼,noon,hiru
976,22,広い,wide,hiroi
977,22,太い,fat/thick,futoi
978,22,不便な,inconvenient,fuben na
979,22,冬,winter,fuyu
980,22,古い,old,furui
981,22,勉強,study,benkyou
982,22,返事,reply,henji
983,22,便利な,convenient,benri na
984,22,前,front,mae
985,22,町,town,machi
986,22,間に合う,to be in time,ma ni au
987,22,短い,short,mijikai
988,22,湖,lake,mizuumi
989,22,店,shop,mise
990,22,道,road,michi
991,22,港,port,minato
992,22,南,south,minami
993,22,耳,ear,mimi
994,22,村,village,mura
995,22,無理な,impossible,muri na
996,22,目,eye,me
997,22,持つ,to hold,motsu
998,22,森,forest,mori
999,22,野菜,vegetable,yasai
1000,22,安い,cheap,yasui
1001,22,休む,to rest,yasumu
1002,22,夕方,evening,yuugata
1003,22,有名な,famous,yuumei na
1004,22,雪,snow,yuki
1005,22,指,finger,yubi
1006,22,輸入,import,yunyuu
1007,22,用意,preparation,youi
1008,22,予習,preparation for class,yoshuu
1009,22,読む,to read,yomu
1010,22,喜ぶ,to be glad,yorokobu
1011,22,弱い,weak,yowai
1012,22,料理,cooking,ryouri
1013,22,悪い,bad,warui
1014,23,青い,blue,aoi
1015,23,赤い,red,akai
1016,23,明るい,bright,akarui
1017,23,明らかな,clear/obvious,akiraka na
1018,23,開ける,to open,akeru
1019,23,朝,morning,asa
1020,23,足,leg/foot,ashi
1021,23,暖かい/温かい,warm,atatakai
1022,23,頭,head,atama
1023,23,暑い,hot,atsui
1024,23,集まる,to gather,atsumaru
1025,23,兄,older brother,ani
1026,23,姉,older sister,ane
1027,23,洗う,to wash,arau
1028,23,歩く,to walk,aruku
1029,23,安心な,relieved/safe,anshin na
1030,23,安全な,safe,anzen na
1031,23,買う,to buy,kau
1032,23,帰り,return,kaeri
1033,24,顔,face,kao
1034,24,風,wind,kaze
1035,24,悲しい,sad,kanashii
1036,24,神,god,kami
1037,24,通う,to commute,kayou
1038,24,体,body,karada
1039,24,借りる,to borrow,kariru
1040,24,軽い,light,karui
1041,24,考える,to think,kangaeru
1042,24,決まる,to be decided,kimaru
1043,24,着物,kimono,kimono
1044,24,切る,to cut,kiru
1045,24,近所,neighborhood,kinjo
1046,24,具合,condition,guai
1047,24,空港,airport,kuukou
1048,24,薬,medicine,kusuri
1049,24,首,neck,kubi
1050,24,暗い,dark,kurai
1051,24,黒い,black,kuroi
1052,25,経験,experience,keiken
1053,25,消す,to erase/turn off,kesu
1054,25,研究,research,kenkyuu
1055,25,工場,factory,koujou
1056,25,声,voice,koe
1057,25,故障,breakdown,koshou
1058,25,答え,answer,kotae
1059,25,米,rice,kome
1060,25,今度,next time,kondo
1061,25,探す,to search,sagasu
1062,25,魚,fish,sakana
1063,25,寒い,cold,samui
1064,25,残念な,regrettable,zannen na
1065,25,静かな,quiet,shizuka na
1066,25,親しい,intimate/close,shitashii
1067,25,品物,goods,shinamono
1068,25,閉める,to close,shimeru
1069,25,自由な,free,jiyuu na
1070,25,十分な,enough,juubun na
1071,26,上手な,skilled,jouzu na
1072,26,出発,departure,shuppatsu
1073,26,趣味,hobby,shumi
1074,26,準備,preparation,junbi
1075,26,小説,novel,shousetsu
1076,26,食堂,cafeteria,shokudou
1077,26,知る,to know,shiru
1078,26,親切な,kind,shinsetsu na
1079,26,心配な,worried,shinpai na
1080,26,好きな,like,suki na
1081,26,涼しい,cool,suzushii
1082,26,進む,to advance,susumu
1083,26,座る,to sit,suwaru
1084,26,大事な,important,daiji na
1085,26,大切な,important,taisetsu na
1086,26,高い,high/expensive,takai
1087,26,確かな,certain,tashika na
1088,26,出す,to take out,dasu
1089,26,正しい,correct,tadashii
1090,27,楽しい,fun,tanoshii
1091,27,食べる,to eat,taberu
1092,27,足りる,to be sufficient,tariru
1093,27,小さい,small,chiisai
1094,27,近い,near,chikai
1095,27,力,power,chikara
1096,27,注意,caution,chuui
1097,27,中止,cancellation,chuushi
1098,27,使う,to use,tsukau
1099,27,着く,to arrive,tsuku
1100,27,机,to desk,tsukue
1101,27,空,sky,sora
1102,27,都合,convenience,tsugou
1103,27,強い,strong,tsuyoi
1104,27,手紙,letter,tegami
1105,27,出口,exit,deguchi
1106,27,出る,to go out,deru
1107,27,遠い,far,tooi
1108,27,通る,to pass,tooru
1109,28,反対,opposite,hantai
1110,28,低い,low,hikui
1111,28,必要な,necessary,hitsuyou na
1112,28,昼,noon,hiru
1113,28,広い,wide,hiroi
1114,28,太い,fat/thick,futoi
1115,28,不便な,inconvenient,fuben na
1116,28,冬,winter,fuyu
1117,28,古い,old,furui
1118,28,勉強,study,benkyou
1119,28,返事,reply,henji
1120,28,便利な,convenient,benri na
1121,28,前,front,mae
1122,28,町,town,machi
1123,28,間に合う,to be in time,ma ni au
1124,28,短い,short,mijikai
1125,28,湖,lake,mizuumi
1126,28,店,shop,mise
1127,28,道,road,michi
1128,28,港,port,minato
1129,28,南,south,minami
1130,28,耳,ear,mimi
1131,28,村,village,mura
1132,28,無理な,impossible,muri na
1133,28,目,eye,me
1134,28,持つ,to hold,motsu
1135,28,森,forest,mori
1136,28,野菜,vegetable,yasai
1137,28,安い,cheap,yasui
1138,28,休む,to rest,yasumu
1139,28,夕方,evening,yuugata
1140,28,有名な,famous,yuumei na
1141,28,雪,snow,yuki
1142,28,指,finger,yubi
1143,28,輸入,import,yunyuu
1144,28,用意,preparation,youi
1145,28,予習,preparation for class,yoshuu
1146,28,読む,to read,yomu
1147,28,喜ぶ,to be glad,yorokobu
1148,28,弱い,weak,yowai
1149,28,料理,cooking,ryouri
1150,28,悪い,bad,warui
1151,29,乗る,to ride,noru
1152,29,運ぶ,to carry,hakobu
1153,29,始める,to begin,hajimeru
1154,29,走る,to run,hashiru
1155,29,働く,to work,hataraku
1156,29,花,flower,hana
1157,29,早い,early/fast,hayai
1158,29,春,spring,haru
1159,29,反対,opposite,hantai
1160,29,低い,low,hikui
1161,29,必要な,necessary,hitsuyou na
1162,29,昼,noon,hiru
1163,29,広い,wide,hiroi
1164,29,太い,fat/thick,futoi
1165,29,不便な,inconvenient,fuben na
1166,29,冬,winter,fuyu
1167,29,古い,old,furui
1168,29,勉強,study,benkyou
1169,29,返事,reply,henji
1170,29,便利な,convenient,benri na
1171,29,前,front,mae
1172,29,町,town,machi
1173,29,間に合う,to be in time,ma ni au
1174,29,短い,short,mijikai
1175,29,湖,lake,mizuumi
1176,29,店,shop,mise
1177,29,道,road,michi
1178,29,港,port,minato
1179,29,南,south,minami
1180,29,耳,ear,mimi
1181,29,村,village,mura
1182,29,無理な,impossible,muri na
1183,29,目,eye,me
1184,29,持つ,to hold,motsu
1185,29,森,forest,mori
1186,29,野菜,vegetable,yasai
1187,29,安い,cheap,yasui
1188,29,休む,to rest,yasumu
1189,29,夕方,evening,yuugata
1190,29,有名な,famous,yuumei na
1191,29,雪,snow,yuki
1192,29,指,finger,yubi
1193,29,輸入,import,yunyuu
1194,29,用意,preparation,youi
1195,29,予習,preparation for class,yoshuu
1196,29,読む,to read,yomu
1197,29,喜ぶ,to be glad,yorokobu
1198,29,弱い,weak,yowai
1199,29,料理,cooking,ryouri
1200,29,悪い,bad,warui
1201,29,乗る,to ride,noru
1202,29,運ぶ,to carry,hakobu
1203,29,始める,to begin,hajimeru
1204,29,走る,to run,hashiru
1205,29,働く,to work,hataraku
1206,29,花,flower,hana
1207,29,早い,early/fast,hayai
1208,29,春,spring,haru
1209,29,反対,opposite,hantai
1210,29,低い,low,hikui
1211,29,必要な,necessary,hitsuyou na
1212,29,昼,noon,hiru
1213,29,広い,wide,hiroi
1214,29,太い,fat/thick,futoi
1215,29,不便な,inconvenient,fuben na
1216,29,冬,winter,fuyu
1217,29,古い,old,furui
1218,29,勉強,study,benkyou
1219,29,返事,reply,henji
1220,29,便利な,convenient,benri na
1221,29,前,front,mae
1222,29,町,town,machi
1223,29,間に合う,to be in time,ma ni au
1224,29,短い,short,mijikai
1225,29,湖,lake,mizuumi
1226,29,店,shop,mise
1227,29,道,road,michi
1228,29,港,port,minato
1229,29,南,south,minami
1230,29,耳,ear,mimi
1231,29,村,village,mura
1232,29,無理な,impossible,muri na
1233,29,目,eye,me
1234,29,持つ,to hold,motsu
1235,29,森,forest,mori
1236,29,野菜,vegetable,yasai
1237,29,安い,cheap,yasui
1238,29,休む,to rest,yasumu
1239,29,夕方,evening,yuugata
1240,29,有名な,famous,yuumei na
1241,29,雪,snow,yuki
1242,29,指,finger,yubi
1243,29,輸入,import,yunyuu
1244,29,用意,preparation,youi
1245,29,予習,preparation for class,yoshuu
1246,29,読む,to read,yomu
1247,29,喜ぶ,to be glad,yorokobu
1248,29,弱い,weak,yowai
1249,29,料理,cooking,ryouri
1250,29,悪い,bad,warui
1251,29,乗る,to ride,noru
1252,29,運ぶ,to carry,hakobu
1253,29,始める,to begin,hajimeru
1254,29,走る,to run,hashiru
1255,29,働く,to work,hataraku
1256,29,花,flower,hana
